Designator,Mid X,Mid Y,Rotation,Layer
C1,58.27,-48.665,90.0,top
C2,58.397,-50.697,0.0,top
J1,40.55838,-49.5075,90.0,top
R1,53.698,-48.665,270.0,top
R2,53.698,-50.697,90.0,top
R5,52.02,-51.29,180.0,top
U1,55.984,-49.427,90.0,top
